,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
4513,11acre Retreat w/ Heated Pool & Hot Tub,78739,0,1338,3,25,259
4514,"Rock & Roll Retreat, 10 minutes from downtown",78741,1,48,1,11,0
4515,Charming home in heart of Central Austin,78751,0,278,2,25,179
4516,Maison Dubuque: Lovely Austin Neighborhood Home,78723,0,250,3,0,167
4517,A breath of fresh air,78721,0,57,7,0,0
4518,"N. Austin/Round Rock ""Hidden Gem""  Great Location!",78717,0,350,2,21,83
4519,ATX Night Life,78741,1,48,1,145,0
4520,PRIVATE ENTRANCE ($39)  Please read description.,78750,1,39,3,142,0
4521,The Merlowe Breathtaking 17Ac Dripping Springs/ATX,78737,0,814,2,95,322
4522,"A+ East Austin location, house, people & pets!",78702,1,45,1,17,0
4523,Spectacular 2BR Home in Heart of DT Austin! Treat Yourself to Luxury - 1 Block off SoCo! Book Today!,78704,0,844,5,6,275
4524,Crestview New Modern House,78757,0,120,150,0,224
4525,"Entire home in ATX, minutes to downtown",78745,0,74,4,0,0
4526,The Domain/ACL/COTA/SXSW...IDEAL LOCATION!,78727,0,198,2,136,215
4527,Central and Eclectic East 6th Studio,78702,0,162,4,69,61
4528,Room for Rent,78723,1,35,21,6,0
4529,Soak up the City in this Charming Austin Retreat,78741,1,40,1,0,0
4530,"ENTIRE apartment! Privacy, convenience & serenity!",78705,0,39,2,10,0
4531,The Virgo Den,78758,0,180,1,1,0
4532,One room in lovely Zilker Neighborhood,78704,1,40,1,6,0
4533,Spacious modern family house w/ great garden.,78744,0,195,29,10,1
4534,Quiet South Austin condo with kitty care,78741,0,79,2,18,0
4535,☆ Smart Home - Private Room: 5 Min To Airport ☆,78744,1,35,1,118,0
4536,2/2 Shoal Creek Retreat,78701,0,400,2,96,35
4537,"Next to UT, 3 Miles to Downtown, Pro Cleaning",78705,0,137,1,167,72
4538,Retreat by the Creek,78754,0,213,2,73,362
4539,"Quirky, Modern & Comfy House, 10 Min from Downtown",78745,0,350,1,8,0
4540,Eagles Nest - Breathtaking Views!,78704,0,261,2,108,323
4541,Izabella - 5 minutes to downtown!!,78741,0,209,2,13,300
4542,"❤10min to DT 
⭐Perfect Reviews
🌲Xmas Decoration🌲",78741,0,174,2,88,5
4543,Downtown Austin - 2BR Presidential - Rooftop Pool,78701,0,320,2,1,39
4544,Private room JUST MINUTES FROM DOWNTOWN,78741,1,50,1,1,0
4545,Beautiful downtown 3bed/2bath house w/ fenced yard,78741,0,192,2,102,46
4546,Entire 2nd floor w/ living space & private bath!!,78725,1,65,3,30,0
4547,Swank Luxury 2/2 Bungalow in SoCo Downtown Austin,78704,0,299,3,43,1
4548,Private Room and Bath in Awesome Location!,78702,1,70,2,15,0
4549,Lakefront | 6 Beds | Sleeps 8 - WalkerVR Lake Austin Retreat,78733,0,868,2,11,364
4550,Great location for exploring Austin!,78757,0,55,30,93,295
4551,"Downtown Modern, Best Location",78702,0,312,3,88,156
4552,Downtown east Austin beautiful & convenient house,78702,0,110,28,76,25
4553,78704 in all it's glory,78704,0,135,2,35,229
4554,Modern Downtown Home-Walk or Bike to Everything,78701,0,266,2,72,0
4555,East Side House - Close to Everything,78702,0,139,2,14,0
4556,Happy Yellow CedarCottage walking distance to SOCO,78704,0,189,2,81,73
4557,"4,000SF Luxury Villa | #1 E Austin location",78702,0,952,2,66,282
4558,AirBNB Circle,78750,0,140,2,26,349
4559,Stillwood Lodge private entrance/studio,78757,1,41,1,273,272
4560,"Rooftop Deck, Bed, & Bath - Walk to Eastside SXSW!",78702,0,79,3,6,0
4561,The Pink House,78702,0,129,2,31,0
4562,1/1 Zilker Park Cottage 4min walk to BartonSprings,78704,0,224,4,19,15
4563,South Austin Home - Minutes to South Congress & DT,78704,0,275,30,51,0
4564,Private 1 bed apt in heart of SoCo- walk to ACL!,78704,0,95,1,20,0
4565,FULL HOME! East Austin Gem- Great location!,78702,0,304,3,62,0
4566,Beautiful Lakefront Guest House Steps from Lake Travis & Just 20 miles from DT Austin!,78732,0,645,3,8,363
4567,Colorful Cozy Gem☆King Bed☆1 BR☆Central Location,78757,0,129,3,105,61
4568,Downtown Austin - 2BR Suite Rooftop Pool,78701,0,238,2,0,0
4569,Waterfront Retreat with Balcony & On-Site Dining,78734,0,701,2,1,306
4570,Downtown Retreat @ Casa Nueces III,78701,0,108,1,186,29
4571,Heated Pool + Backyard Oasis - The Darling Dancy | Professionally Cleaned + Hosted By GuestSpaces,78722,0,609,2,69,332
4572,Quaint Home in Quirky South Austin,78745,0,500,1,45,90
4573,Austin home w/free WiFi/full kitchen/piano - short walk to South Congress Ave!,78704,0,487,1,80,358
4574,☀ Private Room ☀ 5 Min From Airport + Extras,78744,1,36,1,91,0
4575,Pool View Apartment in South Lamar with Fully Equipped Kitchen + 2 Baths,78704,0,81,1,198,332
4576,Master Suite/Own Entrance 20 min to downtown/lakes,78733,1,49,2,72,121
4577,"Modern Flat on TownLake Trail, 5min to Downtown",78741,0,135,3,121,252
4578,Tiny House in East Side Citrus Grove,78702,0,105,30,33,0
4579,Light-Filled Loft near Lady Bird Lake,78702,0,107,1,378,284
4580,"Spacious, Fully Loaded Home in South Austin!",78745,0,181,31,7,308
4581,East Austin 1 BR walking distance from nightlife,78702,0,95,2,80,101
4582,Loco For SoCo,78704,0,199,2,230,0
4583,1 Bedroom - The Red Door Retreat on the lake,78741,1,150,1,0,177
4584,Pete's place,78745,0,179,2,78,258
4585,Three Story East Austin Home Walkable to Several Hot Spots.,78702,0,359,2,27,348
4586,The Inn at Jennifer's Gardens,78705,0,385,1,130,308
4587,Zilker Area Airstream!,78704,0,90,2,98,0
4588,Casa del Sol,78722,0,99,1,4,0
4589,Explore Downtown parks-sites! Kayak-paddle board!,78705,0,72,2,138,160
4590,"Bouldin Beauty w/ Master Retreat, Garage Apartment, + Yard | Professionally Cleaned + Hosted By GuestSpaces",78704,0,749,2,20,288
4591,The Shady Oak Abode - 3/2 entire home,78704,0,210,3,37,221
4592,Enchanted Garden Home- Private Room,78702,1,80,1,7,0
4593,Austin Parking Home Office Kitchen 3,78717,1,32,30,69,45
4594,Updated 3/2 - 10 minutes to Downtown,78723,0,214,2,9,190
4595,Artsy Brentwood Private Studio,78757,0,72,3,146,47
4596,Fun 5/3 Home 📍10mins DT 💦Hot Tub 🎯Arcade 🔥Firepit,78721,0,394,2,34,161
4597,"Beer, tacos, and a pool... I mean, what else?",78701,0,250,1,2,0
4598,Cozy condo near downtown!,78705,0,42,1,151,284
4599,"Entire 2 BD, 2  BA w/ Outdoor Space, South Lamar",78745,0,104,1,3,162
4600,Modern tree top get away with a view!,78702,0,159,1,82,99
4601,Shoal Creek Greenbelt,78701,0,265,2,48,115
4602,Lovely Condo in 4-Plex near South Lamar,78745,0,75,1,4,0
4603,Studio on east 6st!,78702,0,120,2,10,0
4604,"Sweet 1 BR Apt Sleeps 4, Pool, Tennis-10 Min to DT",78749,0,59,2,49,0
4605,Dog Friendly | Travis Heights | Extended Stay,78704,0,99,29,9,271
4606,Lake Travis Over 2 Acre Luxury Estate,78734,0,1700,2,25,356
4607,Modern Apartment in South Lamar Neighborhood #31,78704,0,165,2,37,134
4608,East Austin Bamboo Hideaway,78702,0,249,4,50,137
4609,★ Modern Farmhouse ★ Stylish East Austin Retreat ★,78721,0,121,1,108,203
4610,East Austin Luxury Custom home + Studio Apartment,78702,0,1082,1,13,301
4611,Evans: Shared Room in Awesome Community,78751,2,25,30,2,313
4612,Best place for up to 4 guests near DT and airport,78741,1,94,1,31,303
4613,Home w/ 3 Acres: 4 Mi to Circuit of the Americas!,78719,0,144,2,3,3
4614,Explore Downtown Austin from a Hip Condo with a Balcony,78701,0,200,2,147,63
4615,Comfy Bijou Studio in Trendy East Austin,78702,0,129,2,153,106
4616,Austin Flats #100,78751,0,87,2,115,348
4617,Stay Green @ScandiATX: Mueller Scandinavian Apt,78723,0,123,3,114,132
4618,Chic East Downtown Condo. Six Blocks to City Core. Pool.,78702,0,41,2,281,224
4619,5★DOWNTOWN Condo~NO CLEAN FEE~Sleep 4~ROOFTOP POOL,78701,0,341,2,11,348
4620,Travis Heights Private Retreat,78704,0,1000,1,18,364
4621,Sunny Sexton South Central ATX 2BD/1BA,78745,0,108,30,50,141
4622,Camping in the city,78736,0,75,2,43,58
4623,Smart Home. Great Work Space. Dog-friendly.,78754,1,37,1,24,0
4624,Upscale Room 4mi from Downtown,78723,1,66,2,21,0
4625,West 10th st Clarksville Condo,78703,0,147,2,5,0
4626,Large Modern Home - Walk to Zilker/Barton Springs,78704,0,1000,3,9,18
4627,Little Zilker Green House,78704,0,85,1,42,26
4628,Shadetree Studio located in East Austin,78725,0,131,2,85,63
4629,Austin House,78702,1,122,1,5,0
4630,Austin Apartment! Your home away from home!,78704,0,120,2,4,0
4631,Beautifully updated Hancock condo - Perfect for Work From Home or Stay-cations,78705,0,134,1,75,77
4632,"CozyStudio(1/1)HydePark, DT, SXSW, ACL, F1, UT, FC",78751,0,157,1,49,191
4633,"Cute and Private studio close to downtown, airport",78721,0,63,1,91,83
4634,The Coolest House in Austin!,78702,0,108,2,4,0
4635,Fitzhugh Guest Suite,78737,0,106,2,59,0
4636,Downtown Austin Penthouse Suite Condominium,78701,0,562,1,74,156
4637,"S.Austin Condo 1bed, 1loft, 1bath, & patio near DT",78745,0,132,2,78,117
4638,"Beautiful Lakefront Home w/ Outdoor Firepit, Patio & Netflix Streaming!",78734,0,227,2,31,365
4639,"Room in Gorgeous, Modern Home near Barton Springs",78704,1,101,2,1,178
4640,N.Lamar: Economic Spot in Great Community 5,78751,2,17,30,4,358
4641,Studio apt in prime central Austin free parking,78703,0,75,2,28,347
4642,Mila’s Modern Getaway steps from Lady Bird Lake,78741,0,132,2,157,259
4643,"DOWNTOWN, Parkside Suite! 4 Beds, Sleeps 7",78702,0,169,3,47,0
4644,Totally Austin House - near Barton Springs & SOCO,78704,0,145,2,121,346
4645,Houseboat-Yacht Nestled In A Lake Travis Cove - HB,78732,0,319,1,10,365
4646,Downtown Austin - 2 Bedroom Luxury Condo,78701,0,325,1,15,0
4647,Great Remodeled Studio with a 30 day minimum stay,78704,0,64,30,8,181
4648,Peaceful and Quiet Home in Prime Downtown Location,78702,0,150,2,13,0
4649,Modern Lake Travis Retreat with Pool,78734,0,550,2,2,0
4650,Great industrial style home steps from downtown!,78704,0,400,2,0,0
4651,"Spacious & Comfy Boho Condo in Austin, TX",78745,1,75,2,7,0
4652,SoLa apartment with a greenbelt view,78704,0,100,1,1,0
4653,“The Bird”,78734,0,86,2,95,0
4654,EAST ATOMIC RANCH - Twilight Tiny House,78721,0,84,1,329,204
4655,QUIET PRIVATE Getaway Minutes From Downtown ATX,78749,1,100,2,23,174
4656,1 Bedroom Condo at Wyndham Austin Resort,78701,1,500,2,0,231
4657,Private Casita-Style Condo on West 6th Street,78703,0,150,2,88,124
4658,Beautiful South Austin Home minutes from downtown,78748,1,49,2,12,0
4659,1 Bedroom Condo at Wyndham Austin Resort,78701,0,371,5,0,0
4660,Artist Haven! Close to greenbelt and downtown!,78745,1,75,1,1,0
4661,"Awesome Studio in Austin, Texas!!",78739,0,65,2,144,290
4662,Cozy apartment centrally located in East Austin,78702,0,103,3,27,0
4663,Owl House Convenient Studio - Walk Everywhere!,78704,0,111,2,116,169
4664,Downtown Mueller Spacious Two Bedroom House,78723,0,169,1,4,0
4665,Huge Austin House Close to Downtown,78744,0,202,1,174,239
4666,Austin House,78754,1,45,1,27,100
4667,"Clean, Comfy & Quiet private room near South 1st",78704,1,58,1,26,0
4668,East Side Room - Great Location,78702,1,45,2,14,0
4669,Modern Condo at Wyndham Austin,78701,0,219,3,0,0
4670,Zilker - South Lamar Condo,78704,0,60,180,1,164
4671,Cozy Cabin in the Woods of Westlake,78733,0,299,2,80,5
4672,Stay at the Enclave,78717,0,300,2,23,251
4673,A Home away from home.,78748,0,95,1,18,0
4674,Unique Cottage | Cool East ATX | Sweet Nearby Eats,78702,0,115,1,203,103
4675,House on the Hill with Heated Pool,78754,0,425,3,113,298
4676,N.Lamar: Shared Room for Two People,78751,2,25,30,6,345
4677,N.Lamar: Two People Shared Room 3,78756,2,25,30,3,344
4678,Airstream Oasis,78749,0,88,1,86,90
4679,The 'Plex -- Central Austin Retreat,78746,0,175,5,60,92
4680,"Bed, Bath and Beyond! 5 miles south of downtown",78745,1,32,30,15,314
4681,HOTELette- Voted Best Staycation by Austin Monthly,78704,0,639,3,31,209
4682,Tarrytown Garage Apartment,78703,0,106,2,73,361
4683,"Private room Oasis, with private entrance.",78734,1,103,2,178,331
4684,Relaxing fun plays to hang out.,78745,0,65,6,1,0
4685,Breathtaking City views from East Austin Studio,78702,0,86,1,314,227
4686,A Central Austin Oasis,78757,0,296,2,6,0
4687,"Upscale Condo, washer/dryer inside, gym, parking",78730,0,76,90,16,146
4688,Condo at Wyndham Austin Resort,78701,0,265,3,5,0
4689,"Heated Pool, 4 Min to Downtown - Travis Heights Treasure | Professionally Cleaned + Hosted By GuestSpaces",78704,0,656,3,43,319
4690,"Downtown, Rainey, convention center, 6th St., hip",78702,0,324,2,22,316
4691,"Designer Home - Outdoor Theater, Walk to South 1st",78704,0,470,2,5,0
4692,Central Austin Hidden Oasis,78746,0,699,4,1,0
4693,Centralized Home to Maximize your Visit!,78757,0,50,30,61,194
4694,Stardust Bunglaow,78723,0,120,3,15,0
4695,Serenity in the City Upscale Downtown Capitol View,78703,0,145,30,1,285
4696,Beat the Texas Heat in a Stylish Pool in Charming Zilker,78704,0,732,2,43,238
4697,Sunny Austin Duplex,78741,0,70,2,4,0
4698,Private room in sunny Austin Duplex,78741,1,55,1,3,0
4699,"Inn Cahoots on 6th: 5BR/13Beds,Pool,Roofdeck (U1)",78702,0,750,1,53,232
4700,N.Lamar: Spot in Shared Room for Two,78756,2,25,30,4,313
4701,N.Lamar: Economic Spot in Amazing Community,78756,2,17,30,5,341
4702,Walk the Drag and Scooter Downtown in West Campus,78705,0,84,1,210,226
4703,Zenctuary,78746,0,493,2,29,357
4704,Downtown Mini-Mansion Walking Distance to Rainey Street,78702,0,890,2,64,158
4705,"Cool, eclectic Southeast Austin room",78741,1,48,2,8,0
4706,East Austin Classic Comfort,78723,0,289,3,100,12
4707,Heart of SoCo - Unfurnished apt for 1-2,78704,0,45,30,1,154
4708,Gorgeous Designer Home in Travis Heights,78704,0,192,2,96,135
4709,N.Lamar: Spot in 2 Person Room - Great Community,78751,2,25,30,2,313
4710,N.Lamar: Spot in Super Great Community,78751,2,17,30,8,310
4711,Private Zilker Cottage with a Chic Take on Southwest Style,78704,0,165,1,263,145
4712,Home sleeps 13 - about 1 mile from Zilker Park,78704,0,199,3,64,261
4713,"2 Bedroom Condo, Rooftop Pool",78701,0,225,1,9,0
4714,"1 Bedroom Condo, Rooftop Pool",78701,0,208,1,2,0
4715,Studio close to 6th w/Rooftop Pool,78701,0,198,1,7,0
4716,★Wyndham Austin-Luxury 2 BDRM/Kitch & LivRm★,78701,0,256,2,0,0
4717,★Wyndham Austin-Luxury 2 BDRM/Kitch & LivRm★,78701,0,256,2,0,0
4718,★Wyndham Austin-Luxury 2 BDRM/Kitch & LivRm★,78701,0,256,2,0,0
4719,Hyde Park Treetop Garage Apt,78751,0,141,2,124,157
4720,Modern and Convenient South Austin Apartment,78704,0,141,1,5,0
4721,Turquoise Door Retreat - SE Austin,78744,0,93,2,34,0
4722,Charming Bungalow with Tropical Stock Tank Pool,78702,0,237,2,34,309
4723,Modern Central Austin Getaway,78756,0,87,28,166,273
4724,Private and Secluded Escape in East Austin,78702,0,135,3,153,51
4725,Cornerstone West Campus Space Near Guadalupe St and Downtown,78705,0,84,1,211,197
4726,Spacious Home - Walking Distance to ACL!,78703,0,875,2,0,0
4727,Cozy private bedroom with private bathroom!,78741,1,45,2,6,0
4728,Lovely Room - Walking distance to Zilker Park,78703,1,120,2,4,0
4729,Cozy condo near South Congress,78704,0,65,2,6,8
4730,Historic House Near Downtown w/Unlimited Parking,78703,0,171,2,18,0
4731,"The Cabana, close to all Austin has to offer",78704,0,121,3,41,2
4732,Modern and Convenient South Austin Apartment,78704,0,194,1,4,0
4733,"Modern 2BR, w/King Bed, 5min to everything-SAFE",78703,0,250,3,54,180
4734,ClubHouse on Castle Hill,78703,0,232,2,4,0
4735,Castle Hill Luxury 1,78703,0,232,2,10,0
4736,Private oasis near Lake Travis,78726,1,25,1,11,0
4737,South Austin 2Bed Apartment,78749,0,57,1,12,0
4738,Austin - Onion Creek Condo,78747,0,74,30,5,120
4739,Houseboat-Yacht Nestled In A Lake Travis Cove B&B,78734,1,319,1,3,365
4740,Spacious One-bedroom Apartment Close to Downtown,78741,0,65,1,4,0
4741,East Austin Studio,78702,0,74,7,57,219
4742,▶︎Charming 2 bed/2bath  | 5min dtown/SOCO,78704,0,171,2,106,63
4743,Austin Artist Lair,78757,1,41,3,103,0
4744,Comfy couch minutes from downtown,78741,2,18,2,3,0
4745,Wallflower Apartment,78759,0,83,1,14,0
4746,"Fantastic Barton Hills Home, Formula 1 and ACL !",78704,0,325,2,83,305
4747,1BR/1BR Condo/King bed 12 min from DT ATX,78721,0,99,2,30,0
4748,"Modern Mediterranean, Rooftop Deck,  King + Queen",78704,0,267,3,81,55
4749,Austin Oasis- Spacious HM-Hot Tub/Fire Pit/Grills,78749,0,455,4,83,359
4750,Your Own Private Hill Country Resort!!!!,78738,0,376,4,60,231
4751,Austin luxury yet affordable apartment!!!,78728,0,45,1,4,0
4752,Private Room & Bath by The Domain,78727,1,40,1,55,0
4753,"Cozy 2 Bedroom, 1 Bathroom Duplex in Austin",78723,0,105,30,4,354
4754,Cozy Eastside Bungalow,78721,0,540,2,22,88
4755,"The Breeze on Lake Travis - Home w/private boat launch & dock, Sand Volleyball, Hot Tub, Lake views",78732,0,2556,5,3,285
4756,Peaceful Easy Feeling,78704,0,160,2,6,0
4757,Modern house w/screened porch in trendy EastAustin,78702,0,714,2,51,40
4758,"Amazing 2 BR, 7mls to ABIA & Tesla DT, by Expo cen",78724,0,110,2,62,87
4759,Willow Street Studio,78702,0,150,3,83,47
4760,Austin Little Grey Casita - near UT and Downtown,78722,0,160,4,54,57
4761,1 Bedroom Condo at Wyndham Austin Resort,78701,0,371,2,0,0
4762,"Amazing location! Huge, Hip and Super Stylish",78704,0,254,1,261,256
4763,★Domain | Group Retreat | Hot Tub l Fire Pit★,78727,0,193,1,119,360
4764,N.Lamar: Economic Spot in Community,78756,2,17,30,6,364
4765,N.Lamar: Shared Spot in Community,78756,2,25,30,2,330
4766,N.Lamar: Economic Spot in Great Communtiy,78756,2,17,30,5,347
4767,N.Lamar: Shared Room Spot in Great Community,78756,2,25,30,1,333
4768,Gunter House ATX,78702,0,219,2,30,61
4769,Luxury Apt Downtown Austin | A+ Location,78701,0,250,3,15,0
4770,The ultimate East Side sanctuary,78702,0,263,3,16,3
4771,“Country in the City”  New Large Charming Cottage,78739,0,150,3,0,0
4772,⭐⭐⭐⭐⭐#1 Airbnb in Austin! SUPERHOST,78702,0,1072,2,110,227
4773,"Inn Cahoots on 6th: 5BR/13Beds,Pool,Roofdeck (U2)",78702,0,690,1,62,211
4774,Explore Austin in a Creative and Cozy House in East Downtown,78702,0,299,3,38,0
4775,Tether Hillside View,78746,0,299,3,22,0
4776,Soak up the Mexican Beach Vibe at a Rustic-Luxe Oasis,78704,0,257,2,222,4
4777,The Aries: Spacious. Glam. Close to everything!,78741,1,86,180,1,179
4778,Cozy Cottage Near Zilker Park and  Downtown,78704,0,325,3,1,10
4779,Luxury Tulum Oasis - walk to ACL - 35 ft POOL,78704,0,2662,4,17,163
4780,"Modern & Stylish Guesthouse in Austin, TX",78756,0,148,2,44,162
4781,Zilker Healthy Home,78704,0,139,2,130,222
4782,Upscale ATX Music Condo in East Austin,78741,0,134,2,155,327
4783,Delightful 2 Bedroom Duplex Travis Heights,78704,0,95,2,8,0
4784,"Quaint Home w/Screened Porch & Patio, 3 Mi to ACL!",78704,0,125,3,34,308
4785,Salute the Sun from an Eco-Friendly Loft Home,78704,0,750,2,11,252
4786,Renovated 2 bed house 10 mins to downtown. Dogs ok,78723,0,200,2,10,0
4787,North Loop Jewel,78751,0,126,30,83,278
4788,Spacious house,78754,1,50,1,11,336
4789,Austin's South Congress Home Away From Home,78745,0,800,3,0,178
4790,Rock & Roll Bungalow,78704,0,198,2,12,0
4791,Austin House,78729,1,75,1,2,0
4792,The Soco Studio by Lodgewell>>2 cute 2 b 4 gotten.,78704,0,110,1,139,154
4793,Walk to ACL!,78704,0,250,3,2,0
4794,The Turtle Inn,78734,0,350,2,48,18
4795,Chic Modern Space in Trendy East Austin,78702,0,189,2,10,0
4796,Relaxing space in the heart of Ausitn,78704,0,175,2,6,87
4797,Artist Studio,78757,1,33,1,108,0
4798,East Austin home,78721,0,299,3,14,269
4799,Modern Guest Cottage - 12 Mi to Downtown Austin!,78748,0,157,2,34,346
4800,Master Bedroom in North Central Austin,78723,1,35,1,6,0
4801,Central Austin Luxury Villa,78702,0,807,3,96,295
4802,Tulum Inspired Oasis - walk to ACL - Sleeps 12!,78704,0,3064,4,7,100
4803,Charming Clarksville Condo Near Downtown,78703,0,105,30,9,41
4804,Hillside Villas,78741,0,1900,30,0,365
4805,Bohemian Lakeside Studio,78741,0,79,2,7,0
4806,Circle C Austin Home with a view,78749,0,191,1,0,0
4807,Austin Cottage Near University of Texas Campus and Downtown,78705,0,213,2,139,20
